,release_date,title,production_cost,domestic_gross,worldwide_gross,opening_weekend,mpaa,genre,theaters,runtime,year,duration,country,directors,avg_vote,critics_vote,public_vote,description
298,2004-05-27,The Day After Tomorrow,125000000,186740799,555840117,68743584,PG-13,Adventure,3444,123,2004,124.0,United States,Roland Emmerich,6.4,6.42,6.0,"Research by climatologist Jack Hall indicates that global warming could trigger a sudden and catastrophic change in our planet's climate. Confirmation comes when unexplained weather events begin to occur in different parts of the world. While Hall is at the White House to raise the alarm, his son Sam is trapped in a suddenly sub-zero New York. The scientist immediately sets out to save what he holds most dear, but not even he is prepared to face what awaits him."
299,2017-03-17,The Boss Baby,125000000,175003033,527965936,50198902,PG,Adventure,3829,97,2017,97.0,United States,Tom McGrath,6.3,6.56,6.0,"Tim is a seven-year-old boy with a younger brother born. The newborn, however, is out of the ordinary, since it is actually a spy (complete with jacket, tie and mobile phone) sent by the Baby Corp agency. The child's task is to investigate a plot hatched by PuppyCo., who would like to replace all children with puppies. The two brothers, even if they are decidedly different, will be forced to work together to save the world."
300,2010-04-01,Clash of the Titans,125000000,163214888,493214888,61235105,PG-13,Action,3802,106,1981,118.0,United States,Desmond Davis,6.7,5.86,8.0,"Perseus was born from one of the many terrestrial loves of the god Jupiter. He is destined to become a hero. With the help of Medusa's head and thanks to Jupiter's paternal surveillance, Perseus defeats a sea monster and gets Andromeda's hand."
301,2016-10-12,Trolls,125000000,153707064,343242613,46581142,PG,Adventure,4066,93,2016,84.0,United States,"Mike Mitchell, Walt Dohrn",5.5,5.4,6.0,"Embarking on an epic adventure that will take her beyond the world she knows, Poppy joins forces with Branch, on a risky mission to save her friends from the clutches of the sinister Bergen people and their leader, King Gristle."
302,2012-05-30,Prometheus,125000000,126477084,402448265,51050101,R,Thriller/Suspense,3442,124,2012,123.0,United States,Ridley Scott,6.3,6.22,6.0,"In the near future, a team of researchers from a corporate body, in which Meredith Vickers (Charlize Theron) works, uncovers a trace that leads directly to the origins and first appearance of mankind on Earth. What they find in their hands, however, leads them on a journey to a remote and dark area of ??the universe, where they will have to collide with something that threatens the survival of all humanity."
303,2012-08-10,The Bourne Legacy,125000000,113203870,280355920,38142825,PG-13,Thriller/Suspense,3753,135,2012,135.0,United States,Tony Gilroy,5.9,5.93,6.0,"After Jason Bourne reveals the existence of the secret Treadstone program to the world, the CIA fears that the other programs used to train spies and fighters will also be discovered. The program most at risk is the Outcome, a direct evolution of the Treadstone and used to train six special agents for the Department of Defense such as Aaron Cross (Jeremy Renner). Bourne's revelations also worry Ric Byer (Edward Norton), the real mastermind behind the two programs. To prevent the links between the Bourne case and his research agency being discovered, Byer is willing to erase all traces of the Treadstone and its derivative Outcome, including the scientists, doctors and agents involved."
304,1997-06-20,Batman & Robin,125000000,107325195,238317814,42872605,PG-13,Action,2942,125,1997,124.0,United States,Joel Schumacher,4.0,4.07,4.0,"A new enemy threatens to destroy Gotham City who must once again rely on Batman and his faithful companion Robin. This is the ferocious and terrifying Mr Freeze who can freeze the entire city. Yet another enemy of the bat man forms a treacherous alliance with the fatal flower daughter Poison Ivy, a devious beauty who can kill with a simple kiss. Alongside our heroes this time is the agile and relentless Batgirl."
305,2018-07-05,Skyscraper,125000000,68420120,304868961,24905015,PG,Action,3822,103,2018,102.0,United States,Rawson Marshall Thurber,4.6,4.33,5.0,"Will, a former FBI agent and war veteran, is in charge of assessing the safety standards of high-rise buildings. For work in China, he sees the tallest and safest skyscraper in the world go up in flames. Found guilty, Will is forced to flee, search for the real perpetrators and save both his reputation and his family trapped inside the building."
306,2020-01-03,The Call of the Wild,125000000,62342368,107360936,24791624,PG,Adventure,3914,100,1935,81.0,United States,William A. Wellman,6.0,4.0,8.0,"The love story between a young woman and a gold digger who finds her abandoned in the forest is difficult. Then the legitimate husband reappears. Wellman is a great director of action films, classic and airy, but here (despite the vague starting point of the Jack London novel) he stays within the limits of proper Hollywood production."
307,2012-08-03,Total Recall,125000000,58877969,211856088,25577758,PG-13,Action,3601,117,1990,109.0,United States,Paul Verhoeven,7.1,7.09,7.0,"We are in 2084 and for the muscular worker Doug Quaid the obsession is only one: to go to Mars. In addition to normal scheduled travel, there are also companies such as Recall capable of implanting in the memory of their customers the memory of vacation weeks spent on the red planet. Doug turns to Recall and there the trouble begins because the technicians discover that something is wrong with his head. In fact, Doug actually was on Mars as a secret agent, and his current life as a worker is nothing more than a false memory."
308,2012-08-03,Total Recall,125000000,58877969,211856088,25577758,PG-13,Action,3601,117,2012,121.0,"United States, Canada",Len Wiseman,5.1,4.92,5.0,"In the near future, despite loving his wife Lori (Kate Beckinsale), Douglas Quaid (Colin Farrell) feels the need to change his life and erase the memories of a frustrating existence forever. He dreams of being able to live an exciting and adrenaline-filled experience and Rekall, a company that promises to make every fantasy come true, seems to be right for him. So he decides to undergo an experiment that can give him the memories of a dream experience but, during the session, the installation procedure of the new memory hitches and catapults him into a new and dangerous reality. With Cohaagen, the Chancellor of the Federal Union, who wants him captured and unable to take action, Douglas is forced to ally with a young rebel fighter (Jessica Biel) and track down the leader of the underground resistance (Bill Nighy) in order to save himself. itself and the fate of the whole world."
309,1999-08-27,The 13th Warrior,125000000,32698899,61698899,10267756,R,Action,2313,103,1999,102.0,United States,John McTiernan,5.6,5.25,6.0,"Ahmed Ibn Fahdlan was born in the city of Baghdad which, in 922, represents the cradle of civilization. The courtier falls in love with the sultan's woman and as punishment is sent along with his mentor Melchisidek as an emissary to the Viking population. Here he discovers that they are seriously threatened by a tribe of cannibals and that he is the elusive thirteenth warrior the Vikings are waiting for."
310,2000-11-17,How the Grinch Stole Christmas,123000000,260348825,345445403,55820330,PG,Adventure,3256,105,2000,105.0,United States,Ron Howard,5.5,5.1,6.0,"The Grinch is a detestable, lazy, monstrous greenish being, who lives alone in a cave at the top of Mount Crumpit with the resigned little dog Max. The creature has a smaller heart than normal and just can't be loved by the inhabitants of the town of Kinonsò. To spite them she decides to steal next Christmas, but sweet little Cindy Lou takes care of the remedy."
311,2000-05-24,Mission: Impossible 2,120000000,215409889,549588516,57845297,PG-13,Action,3669,126,2000,123.0,United States,John Woo,6.1,6.2,6.0,"Agent Ethan Hunt is ready to take the field a second time. With computer genius Luther Stickell at his side and a charming thief at heart, his mission is to stop the spread of a deadly computer virus that threatens to bring the world to its knees."
312,2000-06-30,The Perfect Storm,120000000,182618434,328711434,41325042,PG-13,Drama,3407,129,2000,129.0,"United States, Germany",Wolfgang Petersen,6.1,6.25,6.0,"Captain Bill Tyne, aboard the Andrea Gail, sets out on a dangerous fishing trip. The enterprise succeeds, but on the way back the boat remains involved in a hurricane of dramatic proportions."
313,2016-07-20,Jason Bourne,120000000,162192920,416168316,59215365,PG-13,Action,4039,123,2016,123.0,United States,Paul Greengrass,6.4,6.65,6.0,"Jason Bourne, the deadliest former CIA agent, is forced out of the shadows. After clarifying his origins and his identity, Bourne has experienced a semblance of peace making him lose track but the activation of a new manipulation program by an international network more powerful than any single government pushes him to return in action."
314,2022-02-10,Uncharted,120000000,148648820,401748820,44010155,PG-13,Adventure,4275,116,2022,116.0,United States,Ruben Fleischer,4.7,4.25,5.0,"The young Nathan Drake (Tom Holland), a hunter of treasures who claims to be a descendant of Sir Francis Drake, is hired by Victor Sullivan (Mark Wahlberg), much more experienced than him. The two will have to start the dangerous search for the greatest treasure that has been waiting for to be found for centuries: the one lost by the navigator Ferdinando Magellano. However, they will have to deal with Santiago Moncada (Antonio Banderas) who believes that he and his family are the legitimate heirs of luck. On their way they will meet a series of enigmas to be deciphered: only if they manage to team up can they solve them."
